dbn,school_name,boro,grade_span_min,grade_span_max,zip,total_students,school_type,advancedplacement_courses,online_ap_courses,start_time,end_time,se_services,ell_programs,school_accessibility_description,number_programs,Location 1
13K430,Brooklyn Technical High School,Brooklyn,9,12,11217,5458,Specialized School,"Biology, Calculus AB, Calculus BC, Chemistry, Chinese Language and Culture, Comparative Government and Politics, Computer Science A, English Language and Composition, English Literature and Composition, Environmental Science, European History, French Language and Culture, Human Geography, Italian Language and Culture, Macroeconomics, Microeconomics, Physics B, Physics C: Electricity and Magnetism, Physics C: Mechanics, Psychology, Spanish Language and Culture, Statistics, Studio Art: 2-D Design, Studio Art: 3-D Design, United States Government and Politics, United States History, World History","Microeconomics, Physics B",8:45 AM,3:15 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"29 Ft Greene Place
Brooklyn, NY 11217
(40.688107423000474, -73.97674507199963)"
13K439,Brooklyn International High School,Brooklyn,9,12,11201,343,"Consortium, International School",,,9:15 AM,3:30 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"49 Flatbush Avenue Extension
Brooklyn, NY 11201
(40.69717472700046, -73.98495968899965)"
13K483,The Urban Assembly School for Law and Justice,Brooklyn,9,12,11201,449,,"English Language and Composition, Environmental Science, Microeconomics",,8:40 AM,3:40 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"283 Adams Street
Brooklyn, NY 11201
(40.69462011900049, -73.98862394499963)"
13K499,ACORN Community High School,Brooklyn,9,12,11238,623,,"Biology, Calculus AB, English Language and Composition, Psychology, United States History",,8:15 AM,3:15 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,2,"561 Grand Avenue
Brooklyn, NY 11238
(40.678508914000474, -73.96206730599965)"
13K527,Urban Assembly Institute of Math and Science for Young Women,Brooklyn,6,12,11201,508,All-Girls School,"Calculus AB, English Literature and Composition, French Language and Culture, Statistics",,8:30 AM,3:20 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"283 Adams Street
Brooklyn, NY 11201
(40.69462011900049, -73.98862394499963)"
13K595,Bedford Academy High School,Brooklyn,9,12,11216,361,,"Biology, Calculus AB, Chemistry, English Language and Composition, Music Theory, Spanish Language and Culture, Statistics, United States History, World History",,8:00 AM,4:15 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,2,"1119 Bedford Avenue
Brooklyn, NY 11216
(40.68538126900046, -73.95426759999964)"
13K605,George Westinghouse Career and Technical Education High School,Brooklyn,9,12,11201,702,CTE School,"English Literature and Composition, United States History, World History",,8:30 AM,3:30 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,4,"105 Johnson Street
Brooklyn, NY 11201
(40.69494440700049, -73.98603532399966)"
13K670,Benjamin Banneker Academy,Brooklyn,9,12,11205,907,,"Biology, Calculus AB, Calculus BC, Chemistry, English Language and Composition, English Literature and Composition, Psychology, Statistics, United States History, World History",,8:00 AM,3:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,4,"71-77 Clinton Avenue
Brooklyn, NY 11205
(40.69566241300049, -73.96928607699965)"
13K674,"City Polytechnic High School of Engineering, Architecture, and Technology",Brooklyn,9,12,11201,451,CTE School,,,8:40 AM,4:07 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"105 Johnson Street
Brooklyn, NY 11201
(40.69494440700049, -73.98603532399966)"
14K071,Juan Morel Campos Secondary School,Brooklyn,6,12,11206,778,,"Chemistry, English Language and Composition, English Literature and Composition, Physics B, Spanish Language and Culture, Studio Art: 3-D Design, Studio Art: Drawing, United States Government and Politics",,8:00 AM,2:15 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,4,"215 Heyward Street
Brooklyn, NY 11206
(40.7035773610005, -73.95323731199966)"
14K322,Foundations Academy,Brooklyn,9,12,11206,110,,"Biology, Calculus AB, English Literature and Composition, United States History",,8:30 AM,3:30 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Not Functionally Accessible,1,"70 Tompkins Avenue
Brooklyn, NY 11206
(40.69706108300045, -73.94667520499968)"
14K449,"Brooklyn Latin School, The",Brooklyn,9,12,11206,592,Specialized School,,,8:00 AM,2:30 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Not Functionally Accessible,1,"223 Graham Avenue
Brooklyn, NY 11206
(40.709899960000484, -73.94365993499963)"
14K454,Green School: An Academy for Environmental Careers,Brooklyn,9,12,11206,328,,English Literature and Composition,,8:00 AM,3:30 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL; Transitional Bilingual Program: Spanish,Not Functionally Accessible,2,"223 Graham Avenue
Brooklyn, NY 11206
(40.709899960000484, -73.94365993499963)"
14K474,PROGRESS High School for Professional Careers,Brooklyn,9,12,11211,1083,,"Biology, Calculus AB, English Language and Composition, Human Geography, Music Theory, Spanish Literature and Culture, Studio Art: 2-D Design, Studio Art: 3-D Design, Studio Art: Drawing, United States Government and Politics, United States History","Art History, Biology, English Language and Composition, Spanish Language and Culture, United States History",8:00 AM,2:45 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL; Transitional Bilingual Program: Spanish,Functionally Accessible,4,"850 Grand Street
Brooklyn, NY 11211
(40.71196311300048, -73.94043436699963)"
14K477,School for Legal Studies,Brooklyn,9,12,11211,641,,"Calculus AB, Chemistry, English Language and Composition, Music Theory, United States History",,8:00 AM,3:30 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,2,"850 Grand Street
Brooklyn, NY 11211
(40.71196311300048, -73.94043436699963)"
14K478,"The High School for Enterprise, Business and Technology",Brooklyn,9,12,11211,1016,,"Biology, Calculus AB, English Language and Composition, English Literature and Composition, Environmental Science, Music Theory, Spanish Language and Culture, Spanish Literature and Culture, Statistics, United States History, World History",,7:45 AM,3:45 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL; Transitional Bilingual Program: Spanish,Functionally Accessible,4,"850 Grand Street
Brooklyn, NY 11211
(40.71196311300048, -73.94043436699963)"
14K488,Brooklyn Preparatory High School,Brooklyn,9,12,11211,489,,"Calculus AB, Chemistry, English Language and Composition, European History, Spanish Language and Culture, United States History",,8:20 AM,3:10 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"257 North 6 Street
Brooklyn, NY 11211
(40.71503755100048, -73.95464995899965)"
14K558,Williamsburg High School for Architecture and Design,Brooklyn,9,12,11211,579,,"Calculus AB, English Language and Composition, Human Geography, Spanish Language and Culture, United States History",,8:15 AM,3:15 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"257 North 6 Street
Brooklyn, NY 11211
(40.71503755100048, -73.95464995899965)"
14K561,Williamsburg Preparatory School,Brooklyn,9,12,11211,671,,"Calculus AB, English Language and Composition, English Literature and Composition, Human Geography, Spanish Language and Culture, Statistics, United States History",,8:15 AM,3:15 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"257 North 6 Street
Brooklyn, NY 11211
(40.71503755100048, -73.95464995899965)"
14K586,Lyons Community School,Brooklyn,6,12,11206,546,,,,8:40 AM,3:30 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Not Functionally Accessible,1,"223 Graham Avenue
Brooklyn, NY 11206
(40.709899960000484, -73.94365993499963)"
14K610,Automotive High School,Brooklyn,9,12,11222,420,CTE School,"English Literature and Composition, Environmental Science, Studio Art: Drawing, World History","Biology, Calculus AB, Physics B",8:45 AM,3:50 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,4,"50 Bedford Avenue
Brooklyn, NY 11222
(40.72264264000046, -73.95258304499964)"
14K614,Young Women's Leadership School of Brooklyn,Brooklyn,6,12,11206,351,All-Girls School,,,7:30 AM,2:45 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Not Functionally Accessible,1,"325 Bushwick Avenue
Brooklyn, NY 11206
(40.70560054300046, -73.93947806699964)"
14K632,Frances Perkins Academy,Brooklyn,9,12,11222,157,,"English Language and Composition, United States History","English Language and Composition, United States History",8:00 AM,3:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"50 Bedford Avenue
Brooklyn, NY 11222
(40.72264264000046, -73.95258304499964)"
14K685,El Puente Academy for Peace and Justice,Brooklyn,9,12,11211,225,Consortium School,,,9:00 AM,3:30 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Not Functionally Accessible,1,"250 Hooper Street
Brooklyn, NY 11211
(40.705765931000485, -73.95572857199966)"
15K423,Brooklyn Frontiers High School,Brooklyn,9,12,11201,169,,,,8:20 AM,3:09 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Not Functionally Accessible,1,"112 Schermerhorn Street
Brooklyn, NY 11201
(40.69020457500045, -73.98927037499965)"
15K429,Brooklyn School for Global Studies,Brooklyn,6,12,11201,275,Consortium School,"Art History, Calculus AB, English Language and Composition, United States History","Art History, Calculus AB",8:45 AM,3:10 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Not Functionally Accessible,1,"284 Baltic Street
Brooklyn, NY 11201
(40.68545180600046, -73.99349146499964)"
15K448,Brooklyn Secondary School for Collaborative Studies,Brooklyn,6,12,11231,670,Consortium School,,,8:30 AM,2:50 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Not Functionally Accessible,1,"610 Henry Street
Brooklyn, NY 11231
(40.679863998000485, -74.00148225799967)"
15K462,Secondary School for Law,Brooklyn,9,12,11215,389,,"Calculus AB, English Language and Composition, English Literature and Composition, Spanish Language and Culture, United States History",,8:25 AM,3:12 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Not Functionally Accessible,1,"237 7 Avenue
Brooklyn, NY 11215
(40.66959817500049, -73.97925552199968)"
15K463,Secondary School for Journalism,Brooklyn,9,12,11215,271,,"Comparative Government and Politics, English Literature and Composition",,8:25 AM,3:12 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Not Functionally Accessible,1,"237 7 Avenue
Brooklyn, NY 11215
(40.66959817500049, -73.97925552199968)"
15K464,Park Slope Collegiate,Brooklyn,6,12,11215,379,,,,8:15 AM,3:15 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Not Functionally Accessible,1,"237 7 Avenue
Brooklyn, NY 11215
(40.66959817500049, -73.97925552199968)"
15K497,School for International Studies,Brooklyn,6,12,11201,479,,"English Language and Composition, Environmental Science, Statistics, United States History, World History",,8:30 AM,3:15 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Not Functionally Accessible,2,"284 Baltic Street
Brooklyn, NY 11201
(40.68545180600046, -73.99349146499964)"
15K519,Cobble Hill School of American Studies,Brooklyn,9,12,11201,571,,"Biology, English Language and Composition, English Literature and Composition, United States History, World History","Biology, Calculus AB",8:00 AM,3:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Not Functionally Accessible,2,"347 Baltic Street
Brooklyn, NY 11201
(40.68457913700047, -73.99109316299968)"
15K592,Khalil Gibran International Academy,Brooklyn,9,12,11217,97,,"Biology, Chemistry, English Literature and Composition, United States History, World History",,8:00 AM,3:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Not Functionally Accessible,1,"362 Schermerhorn Street
Brooklyn, NY 11217
(40.686741862000474, -73.98022906499966)"
15K656,Brooklyn High School of the Arts,Brooklyn,9,12,11217,815,,"Calculus AB, Chemistry, English Literature and Composition, Music Theory, United States History, World History","Calculus AB, Chemistry",8:15 AM,3:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,5,"345 Dean Street
Brooklyn, NY 11217
(40.683653990000494, -73.98047275099964)"
15K667,Sunset Park High School,Brooklyn,9,12,11232,1309,,Spanish Language and Culture,,8:45 AM,3:30 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"153 35Th Street
Brooklyn, NY 11232
(40.65595284400047, -74.00549732499962)"
15K684,Millennium Brooklyn HS,Brooklyn,9,12,11215,387,,"Chemistry, English Literature and Composition, United States History",,8:00 AM,2:30 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Not Functionally Accessible,1,"237 7 Avenue
Brooklyn, NY 11215
(40.66959817500049, -73.97925552199968)"
16K393,Frederick Douglass Academy IV Secondary School,Brooklyn,9,12,11221,155,,"English Language and Composition, United States History",French Language and Culture,8:00 AM,2:20 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Not Functionally Accessible,1,"1014 Lafayette Avenue
Brooklyn, NY 11221
(40.69213370400047, -73.93150317199962)"
16K455,Boys and Girls High School,Brooklyn,9,12,11213,940,,"English Literature and Composition, United States Government and Politics, United States History, World History",,8:15 AM,3:15 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,3,"1700 Fulton Street
Brooklyn, NY 11213
(40.67943304500045, -73.93243176999965)"
16K498,Brooklyn High School for Law and Technology,Brooklyn,9,12,11221,518,,"Calculus AB, Chemistry, English Language and Composition, English Literature and Composition, Physics B, United States History, World History","Biology, Calculus AB, Chemistry, English Literature and Composition, Physics B, Spanish Language and Culture, United States Government and Politics",8:00 AM,3:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,2,"1396 Broadway
Brooklyn, NY 11221
(40.68892554200045, -73.92108409899964)"
16K594,Gotham Professional Arts Academy,Brooklyn,9,12,11233,242,Consortium School,,,8:45 AM,3:15 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Not Functionally Accessible,1,"265 Ralph Avenue
Brooklyn, NY 11233
(40.68045547300045, -73.92219609199964)"
16K688,The Brooklyn Academy of Global Finance,Brooklyn,9,12,11221,148,,"English Literature and Composition, Environmental Science",,8:15 AM,3:12 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Not Functionally Accessible,1,"125 Stuyvesant Avenue
Brooklyn, NY 11221
(40.691537765000476, -73.93372578199967)"
16K765,Nelson Mandela School for Social Justice,Brooklyn,9,10,11213,N/A,New School,"N/A (Expected: Biology, Calculus BC, English  Language and Composition, Psychology, Statistics)","N/A (Expected: Art History, Biology,  Statistics) ",8:30 AM,4:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"1700 Fulton Street
Brooklyn, NY 11213
(40.67943304500045, -73.93243176999965)"
17K122,Pathways in Technology Early College High School (P-Tech),Brooklyn,9,12,11213,330,NYC P-Tech 9-14 School,,,8:15 AM,4:30 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"150 Albany Avenue
Brooklyn, NY 11213
(40.67540230700047, -73.93888117599965)"
17K382,Academy for College Preparation and Career Exploration: A College Board School,Brooklyn,6,12,11226,532,,,,8:00 AM,3:30 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"911 Flatbush Avenue
Brooklyn, NY 11226
(40.64943967500045, -73.95843119799963)"
17K408,Academy of Hospitality and Tourism,Brooklyn,9,12,11226,303,,,,8:00 AM,2:45 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"911 Flatbush Avenue
Brooklyn, NY 11226
(40.64943967500045, -73.95843119799963)"
17K524,International High School at Prospect Heights,Brooklyn,9,12,11225,421,International School,,,8:30 AM,3:15 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"883 Classon Avenue
Brooklyn, NY 11225
(40.67029890700047, -73.96164787599963)"
17K528,The High School for Global Citizenship,Brooklyn,9,12,11225,256,,,"Art History, Biology, Calculus AB, Chemistry, Computer Science A, English Language and Composition, English Literature and Composition, Environmental Science, European History, French Language and Culture, Macroeconomics, Microeconomics, Physics B, Psychology, Spanish Language and Culture, Statistics, United States Government and Politics, United States History, World History",8:00 AM,3:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,2,"883 Classon Avenue
Brooklyn, NY 11225
(40.67029890700047, -73.96164787599963)"
17K531,"School for Human Rights, The",Brooklyn,6,12,11203,416,,Calculus AB,Biology,8:00 AM,3:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Not Functionally Accessible,1,"600 Kingston Avenue
Brooklyn, NY 11203
(40.6595170060005, -73.94254649899966)"
17K533,School for Democracy and Leadership,Brooklyn,6,12,11203,330,,,,8:00 AM,2:50 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Not Functionally Accessible,2,"600 Kingston Avenue
Brooklyn, NY 11203
(40.6595170060005, -73.94254649899966)"
17K537,High School for Youth and Community Development at Erasmus,Brooklyn,9,12,11226,347,,"English Literature and Composition, World History",,8:00 AM,3:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,2,"911 Flatbush Avenue
Brooklyn, NY 11226
(40.64943967500045, -73.95843119799963)"
17K539,High School for Service & Learning at Erasmus,Brooklyn,9,12,11226,434,,"English Literature and Composition, United States History",Spanish Language and Culture,8:00 AM,3:40 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"911 Flatbush Avenue
Brooklyn, NY 11226
(40.64943967500045, -73.95843119799963)"
17K543,"Science, Technology and Research Early College High School at Erasmus",Brooklyn,6,12,11226,532,,"English Language and Composition, English Literature and Composition",,8:00 AM,2:45 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"911 Flatbush Avenue
Brooklyn, NY 11226
(40.64943967500045, -73.95843119799963)"
17K546,High School for Public Service: Heroes of Tomorrow,Brooklyn,9,12,11203,439,,"Biology, Calculus AB, Chemistry, English Language and Composition, English Literature and Composition, Statistics, United States History, World History",,8:30 AM,3:15 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Not Functionally Accessible,3,"600 Kingston Avenue
Brooklyn, NY 11203
(40.6595170060005, -73.94254649899966)"
17K547,Brooklyn Academy of Science and the Environment,Brooklyn,9,12,11225,477,,"Biology, Calculus AB, English Language and Composition, English Literature and Composition",,8:30 AM,4:15 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"883 Classon Avenue
Brooklyn, NY 11225
(40.67029890700047, -73.96164787599963)"
17K548,Brooklyn School for Music & Theatre,Brooklyn,9,12,11225,399,,"English Language and Composition, United States History",,8:10 AM,3:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"883 Classon Avenue
Brooklyn, NY 11225
(40.67029890700047, -73.96164787599963)"
17K590,Medgar Evers College Preparatory School,Brooklyn,6,12,11225,1248,,"Biology, Calculus AB, Calculus BC, Chemistry, Chinese Language and Culture, Computer Science A, English Language and Composition, English Literature and Composition, Environmental Science, French Language and Culture, Human Geography, Physics B, Physics C: Electricity and Magnetism, Physics C: Mechanics, Spanish Language and Culture, Statistics, United States Government and Politics, United States History, World History",,7:15 AM,3:15 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Not Functionally Accessible,2,"1186 Carroll Street
Brooklyn, NY 11225
(40.66716208200046, -73.95085795499966)"
17K600,Clara Barton High School,Brooklyn,9,12,11225,1525,CTE School,"Biology, Calculus AB, Chemistry, English Language and Composition, English Literature and Composition, European History, French Language and Culture, United States History, World History",,8:15 AM,3:30 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,"ESL; Dual Language: Haitian Creole, Russian; Transitional Bilingual Program: Haitian Creole",Functionally Accessible,4,"901 Classon Avenue
Brooklyn, NY 11225
(40.67027055700049, -73.96165482399965)"
17K745,Brooklyn Institute for Liberal Arts,Brooklyn,9,12,11203,170,,"English Language and Composition, English Literature and Composition, World History",,8:00 AM,3:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Not Functionally Accessible,1,"600 Kingston Avenue
Brooklyn, NY 11203
(40.6595170060005, -73.94254649899966)"
17K751,Academy for Health Careers,Brooklyn,9,12,11213,314,CTE School,"English Language and Composition, United States History",,8:30 AM,2:45 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"150 Albany Avenue
Brooklyn, NY 11213
(40.67540230700047, -73.93888117599965)"
18K563,It Takes a Village Academy,Brooklyn,9,12,11203,513,,"Calculus AB, Chemistry, English Language and Composition, French Language and Culture, Physics B, Physics C: Electricity and Magnetism, Spanish Language and Culture, United States Government and Politics, United States History, World History","Computer Science A, Physics B",8:15 AM,4:15 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"5800 Tilden Avenue
Brooklyn, NY 11203
(40.64866366300049, -73.92189876199967)"
18K566,Brooklyn Generation School,Brooklyn,9,12,11236,297,,,,8:30 AM,3:20 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"6565 Flatlands Avenue
Brooklyn, NY 11236
(40.63262743000047, -73.91779798899967)"
18K567,Brooklyn Theatre Arts High School,Brooklyn,9,12,11236,401,,"Biology, English Literature and Composition",,8:30 AM,3:23 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"6565 Flatlands Avenue
Brooklyn, NY 11236
(40.63262743000047, -73.91779798899967)"
18K569,Kurt Hahn Expeditionary Learning School,Brooklyn,9,12,11203,288,,,,8:30 AM,3:30 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"5800 Tilden Avenue
Brooklyn, NY 11203
(40.64866366300049, -73.92189876199967)"
18K576,Victory Collegiate High School,Brooklyn,9,12,11236,332,,"English Language and Composition, World History","English Literature and Composition, Macroeconomics, World History",8:30 AM,3:30 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"6565 Flatlands Avenue
Brooklyn, NY 11236
(40.63262743000047, -73.91779798899967)"
18K589,Arts & Media Preparatory Academy,Brooklyn,9,12,11203,298,,,"English Language and Composition, English Literature and Composition",8:50 AM,3:40 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Not Functionally Accessible,1,"905 Winthrop Street
Brooklyn, NY 11203
(40.65845703000048, -73.92903317399964)"
18K617,High School for Innovation in Advertising and Media,Brooklyn,9,12,11236,313,CTE School,"Environmental Science, Psychology",,8:00 AM,3:15 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Not Functionally Accessible,1,"1600 Rockaway Parkway
Brooklyn, NY 11236
(40.641844268000455, -73.89868729099965)"
18K629,Cultural Academy for the Arts and Sciences,Brooklyn,9,12,11203,309,,"Calculus AB, Chemistry, Psychology",Chemistry,8:00 AM,3:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,2,"5800 Tilden Avenue
Brooklyn, NY 11203
(40.64866366300049, -73.92189876199967)"
18K633,High School for Medical Professions,Brooklyn,9,12,11236,441,,"Biology, Calculus AB, Psychology",,8:00 AM,3:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Not Functionally Accessible,1,"1600 Rockaway Parkway
Brooklyn, NY 11236
(40.641844268000455, -73.89868729099965)"
18K637,Academy for Conservation and the Environment,Brooklyn,9,12,11236,280,,"Calculus AB, English Literature and Composition","Biology, Chemistry, English Literature and Composition, Environmental Science, Human Geography, Macroeconomics, Microeconomics, Psychology, United States History, World History",8:33 AM,3:19 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"6565 Flatlands Avenue
Brooklyn, NY 11236
(40.63262743000047, -73.91779798899967)"
18K642,Urban Action Academy,Brooklyn,9,12,11236,312,,English Literature and Composition,,8:10 AM,3:20 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Not Functionally Accessible,1,"1600 Rockaway Parkway
Brooklyn, NY 11236
(40.641844268000455, -73.89868729099965)"
19K404,Academy for Young Writers,Brooklyn,6,12,11208,502,,"English Language and Composition, English Literature and Composition",,9:05 AM,3:30 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"1065 Elton Street
Brooklyn, NY 11208
(40.65752260200048, -73.87477702499967)"
19K409,East New York Family Academy,Brooklyn,6,12,11207,468,,"Comparative Government and Politics, English Literature and Composition",,8:00 AM,3:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Not Functionally Accessible,1,"2057 Linden Boulevard
Brooklyn, NY 11207
(40.66063702400049, -73.88634164999962)"
19K422,Spring Creek Community School,Brooklyn,6,9,11208,169,New School,,,,,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"1065 Elton Street
Brooklyn, NY 11208
(40.65752260200048, -73.87477702499967)"
19K502,FDNY High School for Fire and Life Safety,Brooklyn,9,12,11207,296,,English Literature and Composition,"Biology, United States Government and Politics, World History",8:00 AM,3:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Not Functionally Accessible,1,"400 Pennsylvania Avenue
Brooklyn, NY 11207
(40.66755311100047, -73.89480053699964)"
19K504,High School for Civil Rights,Brooklyn,9,12,11207,349,,,,8:00 AM,3:15 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Not Functionally Accessible,1,"400 Pennsylvania Avenue
Brooklyn, NY 11207
(40.66755311100047, -73.89480053699964)"
19K507,Performing Arts and Technology High School,Brooklyn,9,12,11207,428,,"Biology, Calculus AB, Chemistry, English Literature and Composition","English Literature and Composition, United States Government and Politics",8:05 AM,3:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Not Functionally Accessible,3,"400 Pennsylvania Avenue
Brooklyn, NY 11207
(40.66755311100047, -73.89480053699964)"
19K510,World Academy for Total Community Health High School,Brooklyn,9,12,11207,309,,"Biology, Psychology",,8:05 AM,2:20 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Not Functionally Accessible,2,"400 Pennsylvania Avenue
Brooklyn, NY 11207
(40.66755311100047, -73.89480053699964)"
19K583,Multicultural High School,Brooklyn,9,12,11208,322,,,,8:15 AM,3:15 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL; Transitional Bilingual Program: Spanish,Functionally Accessible,1,"999 Jamaica Avenue
Brooklyn, NY 11208
(40.69114396200047, -73.86842605699962)"
19K615,Transit Tech Career and Technical Education High School,Brooklyn,9,12,11208,1167,CTE School,"Calculus AB, Computer Science A, English Language and Composition, United States History, World History",,8:30 AM,2:45 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,6,"1 Wells Street
Brooklyn, NY 11208
(40.6782307310005, -73.87597301199963)"
19K618,Academy of Innovative Technology,Brooklyn,9,12,11208,440,CTE School,"English Literature and Composition, United States History",,7:45 AM,2:30 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"999 Jamaica Avenue
Brooklyn, NY 11208
(40.69114396200047, -73.86842605699962)"
19K639,Brooklyn Lab School,Brooklyn,9,12,11208,364,,"Biology, English Literature and Composition, Spanish Literature and Culture, Statistics, United States History","Biology, Calculus AB, English Literature and Composition, United States History",8:22 AM,3:11 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"999 Jamaica Avenue
Brooklyn, NY 11208
(40.69114396200047, -73.86842605699962)"
